u	v	x_coord	y_coord	group	intercept	beta_feat1	beta_feat2
26	1	0.103923	-1.628128	7	6.02704972145802	2.79680549421221	-2.85518891355492
27	1	0.173205	-1.628128	7	6.02704972145802	2.79680549421221	-2.85518891355492
28	1	0.242487	-1.628128	7	6.02704972145802	2.79680549421221	-2.85518891355492
29	1	0.311769	-1.628128	8	6.02704972145802	2.73160956307028	-2.85518891355492
30	1	0.381051	-1.628128	8	6.02704972145802	2.73160956307028	-2.85518891355492
31	1	0.450333	-1.628128	8	6.02704972145802	2.73160956307028	-2.85518891355492
32	1	0.519615	-1.628128	9	6.02704972145802	2.73160956307028	-2.85518891355492
33	1	0.588897	-1.628128	9	6.02704972145802	2.73160956307028	-2.85518891355492
34	1	0.658179	-1.628128	9	6.02704972145802	2.73160956307028	-2.85518891355492
35	1	0.727461	-1.628128	3	6.02704972145802	2.79680549421221	-2.85518891355492
36	1	0.796743	-1.628128	3	6.02704972145802	2.79680549421221	-2.85518891355492
37	1	0.866025	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
38	1	0.935307	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
39	1	1.004589	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
40	1	1.073872	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
41	1	1.143154	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
42	1	1.212436	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
43	1	1.281718	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
44	1	1.351	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
45	1	1.420282	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
46	1	1.489564	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
47	1	1.558846	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
48	1	1.628128	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
49	1	1.69741	-1.628128	4	5.94828816987671	2.73160956307028	-2.7679835785093
0	2	-1.69741	-1.558846	1	6.09910689941107	3.00716505376489	-2.85518891355492
1	2	-1.628128	-1.558846	1	6.09910689941107	3.00716505376489	-2.85518891355492
2	2	-1.558846	-1.558846	10	6.09910689941107	2.89844715723722	-2.85518891355492
3	2	-1.489564	-1.558846	10	6.09910689941107	2.89844715723722	-2.85518891355492
4	2	-1.420282	-1.558846	1	6.09910689941107	3.00716505376489	-2.85518891355492
5	2	-1.351	-1.558846	1	6.09910689941107	3.00716505376489	-2.85518891355492
6	2	-1.281718	-1.558846	5	6.09910689941107	3.00716505376489	-2.85518891355492
7	2	-1.212436	-1.558846	5	6.09910689941107	3.00716505376489	-2.85518891355492
8	2	-1.143154	-1.558846	11	6.09910689941107	3.00716505376489	-2.85518891355492
9	2	-1.073872	-1.558846	2	6.02704972145802	3.00716505376489	-2.85518891355492
10	2	-1.004589	-1.558846	2	6.02704972145802	3.00716505376489	-2.85518891355492
11	2	-0.935307	-1.558846	2	6.02704972145802	3.00716505376489	-2.85518891355492
12	2	-0.866025	-1.558846	2	6.02704972145802	3.00716505376489	-2.85518891355492
13	2	-0.796743	-1.558846	2	6.02704972145802	3.00716505376489	-2.85518891355492
14	2	-0.727461	-1.558846	2	6.02704972145802	3.00716505376489	-2.85518891355492
15	2	-0.658179	-1.558846	2	6.02704972145802	3.00716505376489	-2.85518891355492
16	2	-0.588897	-1.558846	2	6.02704972145802	3.00716505376489	-2.85518891355492
17	2	-0.519615	-1.558846	2	6.02704972145802	3.00716505376489	-2.85518891355492
18	2	-0.450333	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
19	2	-0.381051	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
20	2	-0.311769	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
21	2	-0.242487	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
22	2	-0.173205	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
23	2	-0.103923	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
24	2	-0.034641	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
25	2	0.034641	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
26	2	0.103923	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
27	2	0.173205	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
28	2	0.242487	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
29	2	0.311769	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
30	2	0.381051	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
31	2	0.450333	-1.558846	6	6.02704972145802	3.00716505376489	-2.85518891355492
32	2	0.519615	-1.558846	12	5.94828816987671	2.73160956307028	-2.7679835785093
33	2	0.588897	-1.558846	12	5.94828816987671	2.73160956307028	-2.7679835785093
34	2	0.658179	-1.558846	12	5.94828816987671	2.73160956307028	-2.7679835785093
35	2	0.727461	-1.558846	13	5.94828816987671	2.73160956307028	-2.7679835785093
36	2	0.796743	-1.558846	13	5.94828816987671	2.73160956307028	-2.7679835785093
37	2	0.866025	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
38	2	0.935307	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
39	2	1.004589	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
40	2	1.073872	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
41	2	1.143154	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
42	2	1.212436	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
43	2	1.281718	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
44	2	1.351	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
45	2	1.420282	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
46	2	1.489564	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
47	2	1.558846	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
48	2	1.628128	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
49	2	1.69741	-1.558846	4	5.94828816987671	2.73160956307028	-2.7679835785093
0	3	-1.69741	-1.489564	1	6.09910689941107	3.00716505376489	-2.85518891355492
1	3	-1.628128	-1.489564	1	6.09910689941107	3.00716505376489	-2.85518891355492
2	3	-1.558846	-1.489564	10	6.09910689941107	2.89844715723722	-2.85518891355492
3	3	-1.489564	-1.489564	14	6.09910689941107	2.77241378616888	-2.85518891355492
4	3	-1.420282	-1.489564	1	6.09910689941107	3.00716505376489	-2.85518891355492
5	3	-1.351	-1.489564	1	6.09910689941107	3.00716505376489	-2.85518891355492
6	3	-1.281718	-1.489564	5	6.09910689941107	3.00716505376489	-2.85518891355492
7	3	-1.212436	-1.489564	5	6.09910689941107	3.00716505376489	-2.85518891355492
8	3	-1.143154	-1.489564	11	6.09910689941107	3.00716505376489	-2.85518891355492
9	3	-1.073872	-1.489564	2	6.02704972145802	3.00716505376489	-2.85518891355492
10	3	-1.004589	-1.489564	2	6.02704972145802	3.00716505376489	-2.85518891355492
11	3	-0.935307	-1.489564	2	6.02704972145802	3.00716505376489	-2.85518891355492
12	3	-0.866025	-1.489564	2	6.02704972145802	3.00716505376489	-2.85518891355492
13	3	-0.796743	-1.489564	2	6.02704972145802	3.00716505376489	-2.85518891355492
14	3	-0.727461	-1.489564	2	6.02704972145802	3.00716505376489	-2.85518891355492
15	3	-0.658179	-1.489564	2	6.02704972145802	3.00716505376489	-2.85518891355492
16	3	-0.588897	-1.489564	2	6.02704972145802	3.00716505376489	-2.85518891355492
17	3	-0.519615	-1.489564	2	6.02704972145802	3.00716505376489	-2.85518891355492
18	3	-0.450333	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
19	3	-0.381051	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
20	3	-0.311769	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
21	3	-0.242487	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
22	3	-0.173205	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
23	3	-0.103923	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
24	3	-0.034641	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
25	3	0.034641	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
26	3	0.103923	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
27	3	0.173205	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
28	3	0.242487	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
29	3	0.311769	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
30	3	0.381051	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
31	3	0.450333	-1.489564	6	6.02704972145802	3.00716505376489	-2.85518891355492
32	3	0.519615	-1.489564	12	5.94828816987671	2.73160956307028	-2.7679835785093
33	3	0.588897	-1.489564	12	5.94828816987671	2.73160956307028	-2.7679835785093
34	3	0.658179	-1.489564	12	5.94828816987671	2.73160956307028	-2.7679835785093
35	3	0.727461	-1.489564	13	5.94828816987671	2.73160956307028	-2.7679835785093
36	3	0.796743	-1.489564	13	5.94828816987671	2.73160956307028	-2.7679835785093
37	3	0.866025	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
38	3	0.935307	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
39	3	1.004589	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
