u	v	x_coord	y_coord	group	intercept	beta_feat1	beta_feat2
42	1	8.571429	0.204082	15	0.904945955800736	2.1047775588489	4.05499465873553
43	1	8.77551	0.204082	15	0.904945955800736	2.1047775588489	4.05499465873553
44	1	8.979592	0.204082	15	0.904945955800736	2.1047775588489	4.05499465873553
45	1	9.183673	0.204082	15	0.904945955800736	2.1047775588489	4.05499465873553
46	1	9.387755	0.204082	15	0.904945955800736	2.1047775588489	4.05499465873553
47	1	9.591837	0.204082	15	0.904945955800736	2.1047775588489	4.05499465873553
48	1	9.795918	0.204082	15	0.904945955800736	2.1047775588489	4.05499465873553
49	1	10	0.204082	15	0.904945955800736	2.1047775588489	4.05499465873553
0	2	0	0.408163	1	5.09840864141484	0.575952362819591	-2.98366224623026
1	2	0.204082	0.408163	11	5.08535331176001	0.575952362819591	-2.98366224623026
2	2	0.408163	0.408163	11	5.08535331176001	0.575952362819591	-2.98366224623026
3	2	0.612245	0.408163	2	5.08535331176001	0.575952362819591	-2.98366224623026
4	2	0.816327	0.408163	2	5.08535331176001	0.575952362819591	-2.98366224623026
5	2	1.020408	0.408163	2	5.08535331176001	0.575952362819591	-2.98366224623026
6	2	1.22449	0.408163	3	4.96638243794087	0.575952362819591	-2.98366224623026
7	2	1.428571	0.408163	3	4.96638243794087	0.575952362819591	-2.98366224623026
8	2	1.632653	0.408163	3	4.96638243794087	0.575952362819591	-2.98366224623026
9	2	1.836735	0.408163	3	4.96638243794087	0.575952362819591	-2.98366224623026
10	2	2.040816	0.408163	3	4.96638243794087	0.575952362819591	-2.98366224623026
11	2	2.244898	0.408163	4	4.72808781280169	0.598289449045608	-2.98366224623026
12	2	2.44898	0.408163	4	4.72808781280169	0.598289449045608	-2.98366224623026
13	2	2.653061	0.408163	4	4.72808781280169	0.598289449045608	-2.98366224623026
14	2	2.857143	0.408163	5	4.72808781280169	0.724946998958368	-2.98346939763212
15	2	3.061224	0.408163	16	4.91997763206269	0.724946998958368	-2.98346939763212
16	2	3.265306	0.408163	17	1.16886980441113	1.89232367955522	4.03892180039256
17	2	3.469388	0.408163	7	1.16886980441113	1.89232367955522	4.03892180039256
18	2	3.673469	0.408163	7	1.16886980441113	1.89232367955522	4.03892180039256
19	2	3.877551	0.408163	7	1.16886980441113	1.89232367955522	4.03892180039256
20	2	4.081633	0.408163	7	1.16886980441113	1.89232367955522	4.03892180039256
21	2	4.285714	0.408163	7	1.16886980441113	1.89232367955522	4.03892180039256
22	2	4.489796	0.408163	8	1.04687088788135	2.01653901148507	3.98845406782205
23	2	4.693878	0.408163	8	1.04687088788135	2.01653901148507	3.98845406782205
24	2	4.897959	0.408163	8	1.04687088788135	2.01653901148507	3.98845406782205
25	2	5.102041	0.408163	8	1.04687088788135	2.01653901148507	3.98845406782205
26	2	5.306122	0.408163	8	1.04687088788135	2.01653901148507	3.98845406782205
27	2	5.510204	0.408163	8	1.04687088788135	2.01653901148507	3.98845406782205
28	2	5.714286	0.408163	8	1.04687088788135	2.01653901148507	3.98845406782205
29	2	5.918367	0.408163	8	1.04687088788135	2.01653901148507	3.98845406782205
30	2	6.122449	0.408163	8	1.04687088788135	2.01653901148507	3.98845406782205
31	2	6.326531	0.408163	9	0.995828940487909	1.88883299829955	3.92814668668877
32	2	6.530612	0.408163	9	0.995828940487909	1.88883299829955	3.92814668668877
33	2	6.734694	0.408163	10	0.981465344302646	2.1047775588489	4.05499465873553
34	2	6.938776	0.408163	10	0.981465344302646	2.1047775588489	4.05499465873553
35	2	7.142857	0.408163	10	0.981465344302646	2.1047775588489	4.05499465873553
36	2	7.346939	0.408163	10	0.981465344302646	2.1047775588489	4.05499465873553
37	2	7.55102	0.408163	10	0.981465344302646	2.1047775588489	4.05499465873553
38	2	7.755102	0.408163	10	0.981465344302646	2.1047775588489	4.05499465873553
39	2	7.959184	0.408163	10	0.981465344302646	2.1047775588489	4.05499465873553
40	2	8.163265	0.408163	10	0.981465344302646	2.1047775588489	4.05499465873553
41	2	8.367347	0.408163	10	0.981465344302646	2.1047775588489	4.05499465873553
42	2	8.571429	0.408163	15	0.904945955800736	2.1047775588489	4.05499465873553
43	2	8.77551	0.408163	15	0.904945955800736	2.1047775588489	4.05499465873553
44	2	8.979592	0.408163	15	0.904945955800736	2.1047775588489	4.05499465873553
45	2	9.183673	0.408163	15	0.904945955800736	2.1047775588489	4.05499465873553
46	2	9.387755	0.408163	15	0.904945955800736	2.1047775588489	4.05499465873553
47	2	9.591837	0.408163	15	0.904945955800736	2.1047775588489	4.05499465873553
48	2	9.795918	0.408163	15	0.904945955800736	2.1047775588489	4.05499465873553
49	2	10	0.408163	15	0.904945955800736	2.1047775588489	4.05499465873553
0	3	0	0.612245	18	5.08535331176001	0.575952362819591	-2.98366224623026
1	3	0.204082	0.612245	18	5.08535331176001	0.575952362819591	-2.98366224623026
2	3	0.408163	0.612245	18	5.08535331176001	0.575952362819591	-2.98366224623026
3	3	0.612245	0.612245	2	5.08535331176001	0.575952362819591	-2.98366224623026
4	3	0.816327	0.612245	2	5.08535331176001	0.575952362819591	-2.98366224623026
5	3	1.020408	0.612245	2	5.08535331176001	0.575952362819591	-2.98366224623026
6	3	1.22449	0.612245	3	4.96638243794087	0.575952362819591	-2.98366224623026
7	3	1.428571	0.612245	3	4.96638243794087	0.575952362819591	-2.98366224623026
8	3	1.632653	0.612245	3	4.96638243794087	0.575952362819591	-2.98366224623026
9	3	1.836735	0.612245	3	4.96638243794087	0.575952362819591	-2.98366224623026
10	3	2.040816	0.612245	3	4.96638243794087	0.575952362819591	-2.98366224623026
11	3	2.244898	0.612245	4	4.72808781280169	0.598289449045608	-2.98366224623026
12	3	2.44898	0.612245	4	4.72808781280169	0.598289449045608	-2.98366224623026
13	3	2.653061	0.612245	4	4.72808781280169	0.598289449045608	-2.98366224623026
14	3	2.857143	0.612245	19	4.91997763206269	0.724946998958368	-2.98346939763212
15	3	3.061224	0.612245	19	4.91997763206269	0.724946998958368	-2.98346939763212
16	3	3.265306	0.612245	19	4.91997763206269	0.724946998958368	-2.98346939763212
